,text,y_true,y_pred,prompt,answer,true_predict
198,"Analyze the argument relation between the two sentences in square brackets, 
            [I would just add one thing, is that we've actually announced a number of important partners to help us take the Surface portfolio into commercial customers.] 
            and 
            [And I think we'll expect to see progress on that over the course of the year.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [I would just add one thing, is that we\'ve actually announced a number of important partners to help us take the Surface portfolio into commercial customers.] \n            and \n            [And I think we\'ll expect to see progress on that over the course of the year.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
199,"Analyze the argument relation between the two sentences in square brackets, 
            [And I continue to expect that we'll see growth in revenue as those resources both get hired, get up to speed, and add value at accounts.] 
            and 
            [In many cases, it starts with advanced set protection of Windows 10 estate.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,0,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [And I continue to expect that we\'ll see growth in revenue as those resources both get hired, get up to speed, and add value at accounts.] \n            and \n            [In many cases, it starts with advanced set protection of Windows 10 estate.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = No'}]",No,0
200,"Analyze the argument relation between the two sentences in square brackets, 
            [So video is effectively winning in the auction if it's higher priced.] 
            and 
            [But there's not really a price differential you're paying for a video, it's just what are you willing to pay into the system.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [So video is effectively winning in the auction if it\'s higher priced.] \n            and \n            [But there\'s not really a price differential you\'re paying for a video, it\'s just what are you willing to pay into the system.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
201,"Analyze the argument relation between the two sentences in square brackets, 
            [Direct response, SMBs who have uploaded 1.5 million videos and have both organic and paid in the last month, and developers.] 
            and 
            [It’s important to note that it’s not just large brand advertisers that are doing video but all of our market segments.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [Direct response, SMBs who have uploaded 1.5 million videos and have both organic and paid in the last month, and developers.] \n            and \n            [It’s important to note that it’s not just large brand advertisers that are doing video but all of our market segments.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
202,"Analyze the argument relation between the two sentences in square brackets, 
            [There are a number of other things that we're doing too, including creating an external program for independent academics to study how the impact of social media and how foreign governments try to interfere in elections.] 
            and 
            [2018 is a big year.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [There are a number of other things that we\'re doing too, including creating an external program for independent academics to study how the impact of social media and how foreign governments try to interfere in elections.] \n            and \n            [2018 is a big year.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
203,"Analyze the argument relation between the two sentences in square brackets, 
            [We also think measurement is going to be important so we're focused on our measurement capabilities, so advertisers understand what outcomes they're driving on our properties.] 
            and 
            [Pain points and improvements, I would say, our priorities include improving the usability of our tools for advertisers, helping make smarter recommendations for customers.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [We also think measurement is going to be important so we\'re focused on our measurement capabilities, so advertisers understand what outcomes they\'re driving on our properties.] \n            and \n            [Pain points and improvements, I would say, our priorities include improving the usability of our tools for advertisers, helping make smarter recommendations for customers.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
204,"Analyze the argument relation between the two sentences in square brackets, 
            [It's a good user experience.] 
            and 
            [I think it's going well.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [It\'s a good user experience.] \n            and \n            [I think it\'s going well.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
205,"Analyze the argument relation between the two sentences in square brackets, 
            [And traffic – which for us is incredibly important in the retail stores because we do a lot more than sell – traffic was up 27% year on year.] 
            and 
            [Also, where the iPhone 7 Plus did well, we didn't perform as well on some of the previous generation iPhones.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,0,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [And traffic – which for us is incredibly important in the retail stores because we do a lot more than sell – traffic was up 27% year on year.] \n            and \n            [Also, where the iPhone 7 Plus did well, we didn\'t perform as well on some of the previous generation iPhones.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = No'}]",No,0
206,"Analyze the argument relation between the two sentences in square brackets, 
            [because it's a natural evolution of our 20-year effort to grow our fulfillment center network and our scale quite frankly makes it possible to even offer this to customers.] 
            and 
            [We think it's an interesting part of the selection offer for Prime and it's, in many ways, something that we can do that others can't,] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [because it\'s a natural evolution of our 20-year effort to grow our fulfillment center network and our scale quite frankly makes it possible to even offer this to customers.] \n            and \n            [We think it\'s an interesting part of the selection offer for Prime and it\'s, in many ways, something that we can do that others can\'t,] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
207,"Analyze the argument relation between the two sentences in square brackets, 
            [It's obviously transportation where you're building out new transportation modes, you're adding new deliveries.] 
            and 
            [If you look at the efficiency or the -- first the cost, they generally fall into a few buckets.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [It\'s obviously transportation where you\'re building out new transportation modes, you\'re adding new deliveries.] \n            and \n            [If you look at the efficiency or the -- first the cost, they generally fall into a few buckets.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
208,"Analyze the argument relation between the two sentences in square brackets, 
            [in Brazil and Mainland China more than doubling year-over-year which is 3x to 4x what those markets were doing according to IDC.] 
            and 
            [And so we enter the quarter with quite a bit of momentum.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [in Brazil and Mainland China more than doubling year-over-year which is 3x to 4x what those markets were doing according to IDC.] \n            and \n            [And so we enter the quarter with quite a bit of momentum.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
209,"Analyze the argument relation between the two sentences in square brackets, 
            [This is a decision we made many, many years ago in some sense inception of Azure was built for a future which is much more distributed computing done in a very different way than the client server area.] 
            and 
            [We also don't think of Office 365 and Dynamics 365 as independent, we think of them altogether building out our commercial cloud] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [This is a decision we made many, many years ago in some sense inception of Azure was built for a future which is much more distributed computing done in a very different way than the client server area.] \n            and \n            [We also don\'t think of Office 365 and Dynamics 365 as independent, we think of them altogether building out our commercial cloud] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
210,"Analyze the argument relation between the two sentences in square brackets, 
            [They're very strong.] 
            and 
            [So it wasn't a material impact on the quarter, but we're excited, really excited to start working with the management team there.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [They\'re very strong.] \n            and \n            [So it wasn\'t a material impact on the quarter, but we\'re excited, really excited to start working with the management team there.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
211,"Analyze the argument relation between the two sentences in square brackets, 
            [So Azure is a complete open platform where of course you can run all the Windows workloads, the .NET workloads] 
            and 
            [And similarly with Azure, we're making sure that as people are tapping into the cloud and moving to the cloud, we can get all workloads to be as first class as on Azure.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [So Azure is a complete open platform where of course you can run all the Windows workloads, the .NET workloads] \n            and \n            [And similarly with Azure, we\'re making sure that as people are tapping into the cloud and moving to the cloud, we can get all workloads to be as first class as on Azure.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
212,"Analyze the argument relation between the two sentences in square brackets, 
            [There is no obvious impact from the last quarter in the Greater China numbers] 
            and 
            [The phone itself followed what I would call a normal seasonal kind of pattern.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [There is no obvious impact from the last quarter in the Greater China numbers] \n            and \n            [The phone itself followed what I would call a normal seasonal kind of pattern.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
213,"Analyze the argument relation between the two sentences in square brackets, 
            [And I think the investments that we're doing there will continue to enable us to drive advertiser demand.] 
            and 
            [On that latter point, really the mix of ad units is part of what we're doing I think really well.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [And I think the investments that we\'re doing there will continue to enable us to drive advertiser demand.] \n            and \n            [On that latter point, really the mix of ad units is part of what we\'re doing I think really well.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
214,"Analyze the argument relation between the two sentences in square brackets, 
            [The more we're able to innovate with new generations of products, clearly that plays a role in the upgrade rate.] 
            and 
            [And certainly as we look ahead, we have a role to play.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [The more we\'re able to innovate with new generations of products, clearly that plays a role in the upgrade rate.] \n            and \n            [And certainly as we look ahead, we have a role to play.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
215,"Analyze the argument relation between the two sentences in square brackets, 
            [The services grew 31%.] 
            and 
            [So each of the geos did extremely well and we set records from the App Store to the Apple Music to iCloud to Apple Pay and more.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [The services grew 31%.] \n            and \n            [So each of the geos did extremely well and we set records from the App Store to the Apple Music to iCloud to Apple Pay and more.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
216,"Analyze the argument relation between the two sentences in square brackets, 
            [That's a part of what we announced with the Apple Card earlier in the call and so we are cognizant that there are lots of users out there that want sort of a recurring payment like that and the receipt of new products on some sort of standard kind of basis and we are committed to make that easier to do than perhaps it is today.] 
            and 
            [And one of the things we are doing is trying to make it simpler and simpler for people to get on these sort of monthly financing kind of things.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [That\'s a part of what we announced with the Apple Card earlier in the call and so we are cognizant that there are lots of users out there that want sort of a recurring payment like that and the receipt of new products on some sort of standard kind of basis and we are committed to make that easier to do than perhaps it is today.] \n            and \n            [And one of the things we are doing is trying to make it simpler and simpler for people to get on these sort of monthly financing kind of things.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
217,"Analyze the argument relation between the two sentences in square brackets, 
            [They're still, again, great partners, have been and will continue to be for the future, but we see opportunities where we need to add additional capacity and we're filling those voids.] 
            and 
            [And then on the logistics question, stepping back, the reason we add logistics capability and transportation capability is so we can serve our customers faster and faster delivery speeds and we've needed to add more of our own capacity to supplement our carriers and our partners.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [They\'re still, again, great partners, have been and will continue to be for the future, but we see opportunities where we need to add additional capacity and we\'re filling those voids.] \n            and \n            [And then on the logistics question, stepping back, the reason we add logistics capability and transportation capability is so we can serve our customers faster and faster delivery speeds and we\'ve needed to add more of our own capacity to supplement our carriers and our partners.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
218,"Analyze the argument relation between the two sentences in square brackets, 
            [I don’t want to miss this one other big scenario which is Cortana , that’s perhaps the thing that’s going to change personal productivity even most and especially with Windows 10 and how Cortana comes to Windows, both to the browser as well as to the start, I think it completely change what personal productivity software mean from a day-to-day experience as well.] 
            and 
            [And I’m so excited about the space.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [I don’t want to miss this one other big scenario which is Cortana , that’s perhaps the thing that’s going to change personal productivity even most and especially with Windows 10 and how Cortana comes to Windows, both to the browser as well as to the start, I think it completely change what personal productivity software mean from a day-to-day experience as well.] \n            and \n            [And I’m so excited about the space.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
219,"Analyze the argument relation between the two sentences in square brackets, 
            [We saw some acceleration of growth from a revenue perspective.] 
            and 
            [In terms of web services, it’s obviously growing extremely fast.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [We saw some acceleration of growth from a revenue perspective.] \n            and \n            [In terms of web services, it’s obviously growing extremely fast.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
220,"Analyze the argument relation between the two sentences in square brackets, 
            [Constant currency growth was 48%.] 
            and 
            [We remain very bullish on China and don't subscribe to the doom and gloom kind of predictions frankly.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [Constant currency growth was 48%.] \n            and \n            [We remain very bullish on China and don\'t subscribe to the doom and gloom kind of predictions frankly.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
221,"Analyze the argument relation between the two sentences in square brackets, 
            [So that's going to show up in R&D.] 
            and 
            [you're going to see that show up in a variety of different line items that we don't have it specifically broken out.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [So that\'s going to show up in R&D.] \n            and \n            [you\'re going to see that show up in a variety of different line items that we don\'t have it specifically broken out.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
222,"Analyze the argument relation between the two sentences in square brackets, 
            [There are businesses like for example NVC that are reinventing their business models on top of Azure.] 
            and 
            [And as far as the used cases, right now it’s actually pretty diversified.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [There are businesses like for example NVC that are reinventing their business models on top of Azure.] \n            and \n            [And as far as the used cases, right now it’s actually pretty diversified.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
223,"Analyze the argument relation between the two sentences in square brackets, 
            [Line item is growing at about the same rate.] 
            and 
            [So, things that we're really excited about stores, so a brand can customize and curate a multipage store.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,0,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [Line item is growing at about the same rate.] \n            and \n            [So, things that we\'re really excited about stores, so a brand can customize and curate a multipage store.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = No'}]",No,0
224,"Analyze the argument relation between the two sentences in square brackets, 
            [And if you think about our launch of E5, which is a premium SKU in Office 365, it continues to give us the opportunity to both get more efficient in the infrastructure and to add higher margin products especially at the fast end.] 
            and 
            [Yeah, just one thing that's structurally I think, that we think a lot about and we're very disciplined about is our capital allows us to build all of the cloud services from Office 365 to EMS to Dynamics to Azure.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [And if you think about our launch of E5, which is a premium SKU in Office 365, it continues to give us the opportunity to both get more efficient in the infrastructure and to add higher margin products especially at the fast end.] \n            and \n            [Yeah, just one thing that\'s structurally I think, that we think a lot about and we\'re very disciplined about is our capital allows us to build all of the cloud services from Office 365 to EMS to Dynamics to Azure.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
225,"Analyze the argument relation between the two sentences in square brackets, 
            [So becoming more engaged and we're also doing the basic blocking, tackling of adding selection, especially FBA selection, increasing free shipping offers and also speed of shipping offers.] 
            and 
            [So, there's a lot of different influences there.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [So becoming more engaged and we\'re also doing the basic blocking, tackling of adding selection, especially FBA selection, increasing free shipping offers and also speed of shipping offers.] \n            and \n            [So, there\'s a lot of different influences there.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
226,"Analyze the argument relation between the two sentences in square brackets, 
            [She made a pledge when she was elected that she would explain every vote she takes, and she explains every vote she takes on Facebook.] 
            and 
            [Every member of Congress right now has a Facebook presence.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,0,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [She made a pledge when she was elected that she would explain every vote she takes, and she explains every vote she takes on Facebook.] \n            and \n            [Every member of Congress right now has a Facebook presence.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = No'}]",No,0
227,"Analyze the argument relation between the two sentences in square brackets, 
            [So that then in turn results in a better and stronger overall OEM PC commercial market.] 
            and 
            [And what we're seeing is accelerating enterprise deployment of Windows 10.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [So that then in turn results in a better and stronger overall OEM PC commercial market.] \n            and \n            [And what we\'re seeing is accelerating enterprise deployment of Windows 10.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
228,"Analyze the argument relation between the two sentences in square brackets, 
            [That's become a sizeable business.] 
            and 
            [And that number is in the low 30 percentages.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,0,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [That\'s become a sizeable business.] \n            and \n            [And that number is in the low 30 percentages.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = No'}]",No,0
229,"Analyze the argument relation between the two sentences in square brackets, 
            [Just on the accounting piece, specifically to Q2, the impact of the Accounting Standards Update, revenue recognition changes we did starting in the first part of year, it's a $640 million increase to other revenue, specifically related to how we treat some of the advertising service.] 
            and 
            [So that year-over-year growth rate for that line item would have been higher, but for that change.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [Just on the accounting piece, specifically to Q2, the impact of the Accounting Standards Update, revenue recognition changes we did starting in the first part of year, it\'s a $640 million increase to other revenue, specifically related to how we treat some of the advertising service.] \n            and \n            [So that year-over-year growth rate for that line item would have been higher, but for that change.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
230,"Analyze the argument relation between the two sentences in square brackets, 
            [We had over 350 significant new features and services and we believe that's what resonates with customers.] 
            and 
            [Innovation is accelerating, not decelerating.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [We had over 350 significant new features and services and we believe that\'s what resonates with customers.] \n            and \n            [Innovation is accelerating, not decelerating.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
231,"Analyze the argument relation between the two sentences in square brackets, 
            [But the philosophy behind it is that when you only have a like button, if you share a sad piece of content or something that makes you angry, people may not have the tool to react to it.] 
            and 
            [And therefore over time the community feels less comfortable sharing that kind of content on Facebook.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [But the philosophy behind it is that when you only have a like button, if you share a sad piece of content or something that makes you angry, people may not have the tool to react to it.] \n            and \n            [And therefore over time the community feels less comfortable sharing that kind of content on Facebook.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
232,"Analyze the argument relation between the two sentences in square brackets, 
            [They are native format, so they decrease that initial drop-off you see when people click off to another site.] 
            and 
            [This quarter we launched Canvas ads, which are very fast-loading, immersive mobile ads.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [They are native format, so they decrease that initial drop-off you see when people click off to another site.] \n            and \n            [This quarter we launched Canvas ads, which are very fast-loading, immersive mobile ads.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
233,"Analyze the argument relation between the two sentences in square brackets, 
            [What happened is we realized that mobile was growing faster than desktop and that people were shifting their usage and that it was the more important thing for people’s consumer experience.] 
            and 
            [And that’s when we made the shift, not in our business first but in how we develop products.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [What happened is we realized that mobile was growing faster than desktop and that people were shifting their usage and that it was the more important thing for people’s consumer experience.] \n            and \n            [And that’s when we made the shift, not in our business first but in how we develop products.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
234,"Analyze the argument relation between the two sentences in square brackets, 
            [And the vast majority of that we’re allocating to the share repurchase, because again, we believe there’s great value in the stock.] 
            and 
            [We’re super confident about the pipeline of products and services that we have, and therefore, we believe that there is great value in our stock.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [And the vast majority of that we’re allocating to the share repurchase, because again, we believe there’s great value in the stock.] \n            and \n            [We’re super confident about the pipeline of products and services that we have, and therefore, we believe that there is great value in our stock.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
235,"Analyze the argument relation between the two sentences in square brackets, 
            [So for example for the telecom industry being able to target existing consumers with new consumers with people who are -- their voice plan or data plan’s about to expire.] 
            and 
            [What we’ve definitely done over the last year and plan to invest even more in over the next year is worked hard on vertical specific targeting.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [So for example for the telecom industry being able to target existing consumers with new consumers with people who are -- their voice plan or data plan’s about to expire.] \n            and \n            [What we’ve definitely done over the last year and plan to invest even more in over the next year is worked hard on vertical specific targeting.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
236,"Analyze the argument relation between the two sentences in square brackets, 
            [And it should, to your point, match increasingly the market and we do get to some slightly bigger comps in H2 which I would agree with.] 
            and 
            [That end of support is about five quarters away, so we'll continue to expect good signal and good demand in that Pro segment.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [And it should, to your point, match increasingly the market and we do get to some slightly bigger comps in H2 which I would agree with.] \n            and \n            [That end of support is about five quarters away, so we\'ll continue to expect good signal and good demand in that Pro segment.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
237,"Analyze the argument relation between the two sentences in square brackets, 
            [Gymshark is a fitness clothing brand based in the UK.] 
            and 
            [If you use our targeting tools well, you can actually start out with demand fulfillment.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [Gymshark is a fitness clothing brand based in the UK.] \n            and \n            [If you use our targeting tools well, you can actually start out with demand fulfillment.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
238,"Analyze the argument relation between the two sentences in square brackets, 
            [That's really great] 
            and 
            [And so without giving you exact numbers, if we would have the same rate on iPhone 6s that we did iPhone 6, it would be time for a huge party.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,0,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [That\'s really great] \n            and \n            [And so without giving you exact numbers, if we would have the same rate on iPhone 6s that we did iPhone 6, it would be time for a huge party.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = No'}]",No,0
239,"Analyze the argument relation between the two sentences in square brackets, 
            [The way to really think about that number just because of some of the seasonality in our business, Mark, is to think about the year-over-year growth rate of 70%.] 
            and 
            [And if you think about our launch of E5, which is a premium SKU in Office 365, it continues to give us the opportunity to both get more efficient in the infrastructure and to add higher margin products especially at the fast end.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,0,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [The way to really think about that number just because of some of the seasonality in our business, Mark, is to think about the year-over-year growth rate of 70%.] \n            and \n            [And if you think about our launch of E5, which is a premium SKU in Office 365, it continues to give us the opportunity to both get more efficient in the infrastructure and to add higher margin products especially at the fast end.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = No'}]",No,0
240,"Analyze the argument relation between the two sentences in square brackets, 
            [So we're investing on that front.] 
            and 
            [Well, I think in terms of engagement the product is having, the biggest impact is News Feed continuing to do very well.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",1,1,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [So we\'re investing on that front.] \n            and \n            [Well, I think in terms of engagement the product is having, the biggest impact is News Feed continuing to do very well.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = Support'}]",Support,1
241,"Analyze the argument relation between the two sentences in square brackets, 
            [In other words, we want to make sure that we are, in fact, making our customers fully capable digital companies in their own right, whether they're in retail, whether they're in oil and gas, whether they're in health care because that's really what's in our long-term interest, which is to ensure that they have full digital capability, and then they'd use the subscriptions and the consumption capabilities of our cloud.] 
            and 
            [And to your second question, most of these larger contracts are showing up in that commercial bookings number, and we referenced that on these -- when we say the longer -- larger, longer-term contracts, that is where they show up.] 
            Output the answer as either ""Support"", ""Attack""  or ""No relation"".
            =",0,0,"[{'generated_text': 'Analyze the argument relation between the two sentences in square brackets, \n            [In other words, we want to make sure that we are, in fact, making our customers fully capable digital companies in their own right, whether they\'re in retail, whether they\'re in oil and gas, whether they\'re in health care because that\'s really what\'s in our long-term interest, which is to ensure that they have full digital capability, and then they\'d use the subscriptions and the consumption capabilities of our cloud.] \n            and \n            [And to your second question, most of these larger contracts are showing up in that commercial bookings number, and we referenced that on these -- when we say the longer -- larger, longer-term contracts, that is where they show up.] \n            Output the answer as either ""Support"", ""Attack""  or ""No relation"".\n            = No'}]",No,0
